imdbId,title,year,genres
269604,Naked,2000,Comedy
261277,The Sea That Thinks,2000,(no genres listed)
252985,Chiedimi se sono felice,2000,Comedy|Drama
226009,Jailbait!,2000,Comedy|Drama
202236,Tribulation,2000,Drama|Sci-Fi|Thriller
301083,Cardcaptor Sakura: The Sealed Card,2000,Adventure|Animation|Comedy|Fantasy|Romance
479000,The Coconut Revolution,2000,(no genres listed)
235532,Laissons Lucie faire !,2000,(no genres listed)
207377,Chain of Command,2000,Action|Thriller
284946,Casper's Haunted Christmas,2000,Animation|Children
239450,Ants in the Pants,2000,Comedy|Romance
248409,No More School,2000,Comedy
160550,Moscow,2000,Drama
168785,Final Voyage,2000,(no genres listed)
378011,Géraldine,2000,Animation
304564,Pokémon: Mewtwo Returns,2000,Animation|Children
213688,Green Sails,2000,Action|Thriller
263868,Backdoor,2000,Drama
282100,The Prince and the Pauper,2000,(no genres listed)
214005,"Pimps Up, Ho's Down",2000,Documentary
242519,Hera Pheri,2000,Comedy
228979,Two Of Us,2000,Drama
194422,Seventeen Again,2000,Children|Comedy|Drama|Fantasy
248185,Mission Kashmir,2000,Action|Drama
191865,La carbonara,2000,Comedy
256466,The Ultimate Christmas Present,2000,Children|Comedy
211174,"Up, Up, and Away",2000,Action|Children
250593,Mom's Got a Date With a Vampire,2000,(no genres listed)
232002,The Loretta Claiborne Story,2000,(no genres listed)
199389,Cabin by the Lake,2000,(no genres listed)
207161,Time Share,2000,Comedy|Romance
251756,Jungle,2000,(no genres listed)
297814,Bruce Lee: A Warrior's Journey,2000,Documentary
151150,Josh,2000,(no genres listed)
250990,The Bogus Witch Project,2000,Comedy
253658,Scooby-Doo and the Alien Invaders,2000,Animation|Children
245380,Quints,2000,(no genres listed)
218440,Miracle In Lane 2,2000,Children|Drama
267536,Grandma Got Run Over by a Reindeer,2000,Animation|Children
267817,Party 7,2000,Action|Comedy
241251,Poison,2000,Mystery|Thriller
228711,The Perfect Nanny,2000,Thriller
237680,Sacred Flesh,2000,Drama|Horror
164962,The Virginian,2000,(no genres listed)
202856,Double Parked,2000,(no genres listed)
208037,The Chaos Factor,2000,Action|Drama|Thriller
365797,La stratégie de l'échec,2000,Comedy
218121,Model Behavior,2000,Children|Comedy|Drama
205936,Five Seconds to Spare,2000,(no genres listed)
199744,Mambo Café,2000,(no genres listed)
207333,Believe,2000,Horror
246834,The Other Me,2000,Children|Comedy|Fantasy
262002,The Silencer,2000,Action|Thriller
256627,Azzurro,2000,(no genres listed)
164545,Doomsday Man,2000,Drama
203940,Spiders,2000,Horror|Sci-Fi
169543,Almost Blue,2000,Thriller
217086,Devil In The Flesh 2,2000,(no genres listed)
233709,The False Servant,2000,Comedy|Drama
131596,Spin the Bottle,2000,Comedy|Drama|Romance
236126,A Crack in the Floor,2000,Horror
294592,Autumn Tale,2000,Drama|Romance
269876,The Slow Business Of Going,2000,(no genres listed)
221115,Teeth,2000,(no genres listed)
214698,The Three Stooges,2000,Comedy|Documentary|Drama
193732,Missing Pieces,2000,(no genres listed)
158466,Anne Of Green Gables: The Continuing Story,2000,Children|Drama
163887,The Audrey Hepburn Story,2000,Drama
137937,Mary and Rhoda,2000,Comedy|Drama|Romance
241357,Daydream Believers: The Monkees Story,2000,Documentary|Drama
218298,Get Your Stuff,2000,Drama|Romance
270919,Ditto,2000,Drama|Fantasy|Romance|Sci-Fi
239406,Flashback - Mörderische Ferien,2000,Horror
260949,Hendrix,2000,Drama
169989,Hard Time: Hostage Hotel,2000,Action|Thriller
255873,Peter Pan,2000,Children|Fantasy
218616,Some Voices,2000,Comedy|Drama
243220,Disappearing Acts,2000,Drama|Romance
264734,Joseph: King of Dreams,2000,Animation
240033,Old Hags,2000,Comedy|Drama
270317,A Diva's Christmas Carol,2000,Children|Comedy
267490,Felicidades,2000,Comedy
242256,Waves,2000,Drama|Romance
221789,2gether,2000,Comedy|Drama
229432,First Love,2000,(no genres listed)
297847,Dario Argento: An Eye for Horror,2000,Documentary
172109,Alex L'ariete,2000,Action|Adventure|Crime
243739,Speaking of Bunuel,2000,Documentary
235512,Two Heads Are Better Than None,2000,Children|Comedy
229328,Death of a Salesman,2000,Drama
499004,Code Rush,2000,Documentary
376858,Roberto Rossellini: Frammenti e Battute,2000,(no genres listed)
240641,"Just, Melvin: Just Evil",2000,Documentary
214728,2000 AD,2000,Action|Thriller
258489,Double Tap,2000,Action|Crime|Thriller
221905,Octopus,2000,Action|Horror|Thriller
270560,Our Lips Are Sealed,2000,Children|Comedy|Drama
229664,Princes and Princesses,2000,Animation|Children|Comedy|Drama|Fantasy|Romance|Sci-Fi
245910,Cheap Smokes,2000,Comedy|Romance
255097,Deewane,2000,(no genres listed)
255111,Dhadkan,2000,Drama|Romance
255305,Khiladi 420,2000,(no genres listed)
255309,Kurukshetra,2000,(no genres listed)
232079,Mela,2000,(no genres listed)
250690,Refugee,2000,Drama|Romance
250483,Kya Kehna,2000,(no genres listed)
248012,Fiza,2000,Drama|Romance
252277,Bicchoo,2000,(no genres listed)
250415,Har Dil Jo Pyar Karega...,2000,(no genres listed)
218533,Pukar,2000,Action|Drama|Thriller
286504,Beti No. 1,2000,(no genres listed)
220596,Khauff,2000,(no genres listed)
263491,Jis Desh Mein Ganga Rehta Hai,2000,(no genres listed)
249588,Hum To Mohabbat Karega,2000,(no genres listed)
247944,Badal,2000,Action
184596,Hundhotellet,2000,Animation|Comedy|Mystery
261184,Come Look at Me,2000,Comedy|Drama|Romance
221837,Borderline Normal,2000,Drama
203830,Reaper,2000,Horror|Mystery|Thriller
267601,The Irrefutable Truth About Demons,2000,Horror
233600,Tokyo Raiders,2000,Action|Comedy|Thriller
277558,A Fighter's Blues,2000,Drama|Romance
258247,The Testaments,2000,Drama
257954,The Natural History of the Chicken,2000,Documentary
215681,Crazy,2000,Comedy|Drama
249947,Seven Songs from the Tundra,2000,(no genres listed)
218891,Cinderella,2000,(no genres listed)
784145,The Boy Who Saw the Wind,2000,(no genres listed)
165477,Slow Burn,2000,Adventure|Thriller
226919,Blood Surf,2000,Comedy|Horror
268677,The Tangerine Bear: Home in Time for Christmas!,2000,Animation|Children
166370,Subconscious Cruelty,2000,Crime|Drama|Horror
259265,Daughters of the Sun,2000,Drama
228992,Une femme d'extérieur,2000,(no genres listed)
227590,True Siblings,2000,Drama
235841,No Place to Go,2000,Drama
237386,Landscape,2000,(no genres listed)
209280,Empty Days,2000,(no genres listed)
227458,The Secret,2000,Drama|Romance
213595,"Everything's Fine, We're Leaving",2000,Comedy|Drama
246425,The Child,2000,Drama
271003,Ikingut,2000,(no genres listed)
267675,The Life & Adventures of Santa Claus,2000,Animation|Children
151372,Light Keeps Me Company,2000,(no genres listed)
255665,The Wrestlers,2000,Action|Drama
222718,"André Hazes, Zij Gelooft in Mij",2000,Documentary
258850,Okinawa Rendez-vous,2000,Drama|Romance|Thriller
266861,The Halt,2000,Documentary|Mystery
279079,Father and Daughter,2000,Animation|Drama
183550,My Mother Frank,2000,Comedy|Drama|Romance
258413,Amélia,2000,(no genres listed)
242747,Out of Sync,2000,Comedy|Drama
203941,The Spiral Staircase,2000,(no genres listed)
249474,His Wife's Diary,2000,Drama|Romance
1388441,Mugavari,2000,Drama|Romance
217990,Alley Cats Strike,2000,Children|Comedy|Drama
253709,Sin: The Movie,2000,Animation|Sci-Fi
314017,Labyrinth of Flames,2000,Action|Comedy
379237,Dark Secrets: Inside Bohemian Grove,2000,Documentary
295232,Emmanuelle 2000: Emmanuelle's Intimate Encounters,2000,Fantasy|Sci-Fi
366620,Into Pitch Black,2000,Action|Sci-Fi
197154,Gormenghast,2000,Comedy|Fantasy
202595,St. Patrick: The Irish Legend,2000,Drama
284605,VeggieTales: Esther...The Girl Who Became Queen,2000,(no genres listed)
284608,VeggieTales: King George and the Ducky,2000,(no genres listed)
266855,Plum Blossom,2000,Drama|Romance
304676,Scrapbook,2000,Drama|Horror
216736,Endgame,2000,Comedy|Drama
200992,Trapped in a Purple Haze,2000,Crime|Drama
239632,Metronotte,2000,(no genres listed)
202314,Deep Core,2000,Action|Sci-Fi|Thriller
268898,Mourning Rock,2000,(no genres listed)
186014,Cypress Edge,2000,(no genres listed)
201726,The Last Producer,2000,Drama
219105,John Henry,2000,Animation|Children|Drama
238660,There's Only One Jimmy Grimble,2000,Comedy
222150,The Waiting List,2000,Comedy|Drama|Romance
246937,Something to Sing About,2000,Drama
210044,Flowers for Algernon,2000,Drama
292097,Markova: Comfort Gay,2000,Comedy|Drama
263206,Christmas Time In South Park,2000,(no genres listed)
181819,Födelsedagen,2000,Drama
238251,Gossip,2000,Comedy|Drama
231208,Año Mariano,2000,Comedy
177195,Sample People,2000,Drama
278793,The Up in Smoke Tour,2000,Documentary
221633,They Nest,2000,Horror|Sci-Fi
231844,Just a Question of Love,2000,Drama|Romance
250256,Bill Maher: Be More Cynical,2000,Comedy
489663,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,2000,Documentary
220652,The Most Fertile Man in Ireland,2000,Comedy
157262,2001: A Space Travesty,2000,Comedy|Sci-Fi
261703,Gaea Girls,2000,Documentary
179861,Icebreaker,2000,Action|Adventure|Thriller
217579,Jason and the Argonauts,2000,Action|Children|Fantasy
266437,DMB,2000,Comedy
234588,Rejected,2000,Animation
267721,The Making of 'The Bridge on the River Kwai',2000,Documentary
200809,Life-Size,2000,Children|Comedy|Fantasy
268327,Prison Images,2000,Documentary
206093,Holy Tongue,2000,Comedy
244290,Virtual Nightmare,2000,Sci-Fi
256459,The Truth About Jane,2000,Drama
230169,Ed Gein,2000,Crime|Drama|Horror|Thriller
220608,The Last of the Blonde Bombshells,2000,Comedy
223954,The Prime Gig,2000,Drama|Romance
266821,Peculiarities of the National Hunt in the Winter,2000,Comedy
192263,Longitude,2000,Drama
292735,The Who & Special Guests Live at the Royal Albert Hall,2000,Documentary
239102,Wild Flowers,2000,Action|Comedy|Drama
190346,The Dancer,2000,Drama
178655,Exit,2000,Crime|Sci-Fi|Thriller
252802,101 Rent Boys,2000,Documentary
235679,Pokémon: Spell of the Unown,2000,Action|Adventure|Animation|Children|Fantasy
238891,One Hundred Steps,2000,Crime|Drama
211941,Beat,2000,Drama
219640,Daybreak,2000,Action|Crime
217007,Risk,2000,Crime|Drama|Thriller
214878,The Libertine,2000,Comedy
292149,Tender Age,2000,Drama|Romance
217168,Tomorrow's Another Day,2000,Comedy
158871,Foreign Fields,2000,Drama
181199,Arabian Nights,2000,Children|Drama|Fantasy
265736,Shadow of the Blair Witch,2000,Horror|Mystery
252966,The Burkittsville 7,2000,Horror
814243,One Piece: The Movie,2000,Action|Adventure|Animation|Comedy|Fantasy
258291,Wings of Glass,2000,Drama|Romance
234652,Sanctimony,2000,Mystery|Thriller
261452,Offending Women Is Not Recommended,2000,Drama|Romance
211559,Padre Pio,2000,Drama
237934,The Wyvern Mystery,2000,Drama|Mystery|Thriller
248103,The State I Am In,2000,Drama
245500,The Land of the Wandering Souls,2000,(no genres listed)
186183,The Guilty,2000,Crime|Drama|Thriller
390290,Long Dream,2000,Horror|Sci-Fi
251654,Dave Chappelle: Killin' Them Softly,2000,Comedy
213561,Christie Malry's Own Double-Entry,2000,Thriller
259419,The Man Who Came to Dinner,2000,(no genres listed)
294997,Utopia Blues,2000,(no genres listed)
239695,Nationale 7,2000,Comedy|Drama
247992,Dulhan Hum Le Jayenge,2000,(no genres listed)
266624,Das Himmler Projekt,2000,Documentary
204761,Fidelity,2000,Drama
191654,Witchcraft XI: Sisters in Blood,2000,Horror
280427,The Anarchists,2000,Action|Thriller
259737,Water for Maya,2000,(no genres listed)
256898,The Garden Was Full of Moon,2000,Romance
228351,Growing Up Brady,2000,Drama
309121,Stubble Trouble,2000,Animation
208298,The Miracle Maker,2000,Animation|Children
391355,The Mummy Theme Park,2000,Horror
244842,This Is How the World Ends,2000,Comedy
190611,Captain Pantoja and the Special Services,2000,Comedy|Drama
262833,Red Ink,2000,Crime|Drama
213749,Cirque du Soleil: Journey of Man,2000,Children|Drama
259165,405,2000,Action|Comedy|Thriller
218141,Deeply,2000,Drama|Mystery|Romance|Thriller
238435,My Generation,2000,Documentary
217629,Looking for Alibrandi,2000,Drama
480764,Machine Head,2000,(no genres listed)
221838,Borstal Boy,2000,Drama
317079,And Then Came Summer,2000,Drama|Romance
153100,Time of Her Time,2000,(no genres listed)
260776,Camera,2000,Comedy
2653232,Five Bottles of Vodka,2000,(no genres listed)
248628,alaska.de,2000,Drama
262424,Freestyle: The Art of Rhyme,2000,Documentary
267050,Tuning the Instruments,2000,(no genres listed)
252327,City Loop,2000,Comedy|Romance
288581,Jeff Buckley - Live in Chicago,2000,(no genres listed)
361818,Kushi,2000,Drama|Romance
948462,Priyamanavale,2000,Drama
282023,The Undefeated,2000,Drama|War
261450,The Envy of Gods,2000,Drama|Romance
246119,The Wedding,2000,Comedy|Drama
265274,Ландыш серебристый,2000,(no genres listed)
262037,Thenali,2000,Comedy
2788932,Bastards,2000,(no genres listed)
158581,Shit Happens,2000,Comedy|Drama
244975,Another Heaven,2000,Crime|Horror|Sci-Fi
270916,The Dilapidated Dwelling,2000,(no genres listed)
287815,The Yellow Scarf,2000,Drama
400231,The World of Stainboy,2000,Animation
248626,Zora la vampira,2000,Comedy
271748,Raju Chacha,2000,(no genres listed)
249840,Nightfall,2000,Drama|Sci-Fi|Thriller
2077799,Моя жизнь,2000,Animation
218094,Cheaters,2000,Drama
181196,Buzz Lightyear of Star Command: The Adventure Begins,2000,Adventure|Animation|Children|Comedy|Sci-Fi
346794,A Constant Forge,2000,Documentary
273456,Beastie Boys: Video Anthology,2000,Documentary
327230,W.C. Fields: 6 Short Films,2000,Comedy
207631,Nostradamus,2000,Action|Adventure|Sci-Fi
306008,Redwall The Movie,2000,Animation|Children|Comedy|Fantasy
250754,Stepsister from Planet Weird,2000,Children|Sci-Fi
244764,Rip Girls,2000,Children|Drama|Romance
238038,Angels in the Infield,2000,Children|Comedy|Fantasy|Sci-Fi
266381,Fill Me with Life,2000,Drama
262698,Dust To Dust,2000,Comedy
278351,Out Live,2000,Action|Drama|Fantasy
224807,Dad on the run,2000,(no genres listed)
228157,"Cor, Blimey!",2000,Comedy|Documentary|Drama|Romance
188518,Complicity,2000,Romance|Thriller
253550,Ready to Run,2000,Children
192407,Otto - The Disaster Movie,2000,Comedy
215232,Table One,2000,Comedy
218641,Submerged,2000,(no genres listed)
244536,High Noon,2000,Action|Drama|Western
253113,The Growing Pains Movie,2000,Children|Comedy
246866,Origins of the 21st Century,2000,Documentary
249517,For All Time,2000,Drama|Sci-Fi
248001,Waiting for the Messiah,2000,Drama|Romance
168631,Innocents,2000,Thriller
248136,Kimono,2000,Drama
280987,The New Math(s),2000,(no genres listed)
460411,Resident Evil 4D: Executer,2000,Animation|Horror
201265,In Bed With Santa,2000,Comedy
204932,A Summer Tale,2000,Comedy|Drama|Romance
268526,"I'm Looking at You, Mary",2000,(no genres listed)
1068773,Detective Conan: Captured in Her Eyes,2000,Animation|Crime|Thriller
161542,The Einstein of Sex: Life and Work of Dr. M. Hirschfeld,2000,Drama
217654,Militia,2000,Action|Thriller
221197,G-Men from Hell,2000,Action|Comedy
272620,Freddie Mercury: The Untold Story,2000,Documentary
235108,Charge!,2000,(no genres listed)
279054,Dumpster Baby,2000,(no genres listed)
229397,Forgive and Forget,2000,Drama
306016,Revisiting 'Fail-Safe',2000,Documentary
280025,Persian Series #6,2000,(no genres listed)
280026,Persian Series #7,2000,(no genres listed)
280027,Persian Series #8,2000,(no genres listed)
259501,Persian Series #9,2000,(no genres listed)
280018,Persian Series #10,2000,(no genres listed)
280019,Persian Series #11,2000,(no genres listed)
280020,Persian Series #12,2000,(no genres listed)
163815,Running Red,2000,Action|Adventure|Thriller
186454,Point Doom,2000,Action|Crime|Thriller
169514,Witchblade,2000,Action|Fantasy|Mystery
268509,Cabin Fever,2000,(no genres listed)
256676,Out of the City,2000,Comedy|Romance
218067,The Calling,2000,Horror
264560,"Buenaventura Durruti, anarquista",2000,Documentary
258550,The End,2000,Comedy|Documentary
144096,The Extreme Adventures of Super Dave,2000,Action|Comedy
157836,Island of the Dead,2000,Horror|Thriller
230098,Confusion of Genders,2000,Comedy|Drama|Romance
263026,Abuzer Kadayıf,2000,Comedy|Drama
309685,Horror in the East: Japan and the Atrocities of World War II,2000,Documentary|War
250635,Out of Time,2000,Drama|Fantasy
177845,Hotel Splendide,2000,Comedy
255327,Durian Durian,2000,Drama
233656,Epicenter,2000,(no genres listed)
270095,Song of Tibet,2000,Drama
239955,I know who you are,2000,(no genres listed)
269629,William Gibson: No Maps for These Territories,2000,Documentary
262221,Sex Files: Alien Erotica II,2000,Romance|Sci-Fi
268224,Classic Albums: Bob Marley & the Wailers - Catch a Fire,2000,Documentary
240885,Scottsboro: An American Tragedy,2000,Documentary
848360,The Lost Gods of Easter Island,2000,Documentary
222270,Phir Bhi Dil Hai Hindustani,2000,Comedy|Drama|Romance
169122,Perfumed Garden,2000,(no genres listed)
226771,Homicide: The Movie,2000,Crime|Drama
253110,Living It Up,2000,Comedy|Drama|Romance
221442,Nowhere to Land,2000,Thriller
484178,The Chromium Hook,2000,Comedy
311740,Ryan's Babe,2000,Adventure
257885,Multiple Personality Detective Psycho - Kazuhiko Amamiya Returns,2000,Crime|Drama|Horror|Thriller
253700,Sideshow,2000,Horror
232908,Voodoo Academy,2000,Fantasy|Horror|Thriller
240585,The Horrible Dr. Bones,2000,(no genres listed)
165526,The Vault,2000,Action|Horror|Thriller
2180441,Crayon Shin-chan: Jungle That Invites Storm,2000,Animation
265436,Nuts for love,2000,Drama|Romance
297990,My Heart,2000,Drama|Romance
265871,This Is What Democracy Looks Like,2000,Documentary
1194566,The Adventures of Young Indiana Jones: Passion for Life,2000,Action|Adventure|Children|Drama
274626,Lavender,2000,(no genres listed)
407521,Devilman Volume 3: Devilman Apocalypse,2000,Animation|Fantasy|Horror
243920,Fatal Blade,2000,Action|Comedy|Drama|Thriller
266703,Jiang Hu: The Triad Zone,2000,(no genres listed)
211577,Presence of Mind,2000,Drama|Horror|Thriller
268531,Pettson & Findus - Kattonauten,2000,Animation|Children
211900,Actors,2000,Comedy
263334,Beans,2000,Comedy|Crime
216841,Jet Set,2000,Comedy
265018,Ah! My Goddess: The Movie,2000,Animation|Comedy|Drama|Fantasy|Romance|Sci-Fi
199000,Gripsholm,2000,Drama|Romance
240576,Hijos del viento,2000,Adventure|Drama|Romance
293087,Destination Hitchcock: The Making of 'North by Northwest',2000,Documentary
286078,"Sex, Lies and Video Violence",2000,Action|Comedy|Horror
248036,Get Ready to Be Boyzvoiced,2000,Comedy
274085,Sex and the Matrix,2000,(no genres listed)
265739,Born to Be King,2000,Action|Crime|Thriller
284451,Sally,2000,(no genres listed)
1194567,The Adventures of Young Indiana Jones: The Perils of Cupid,2000,Action|Adventure|Children|Drama
229694,Salsa,2000,Comedy|Romance
211320,A Father's Choice,2000,(no genres listed)
274830,Sezon na leszcza,2000,Comedy|Romance
271701,Papá es un ídolo,2000,Children|Comedy|Drama|Romance
261199,The Price of Air,2000,Action|Crime|Drama
158609,Voodoo Dawn,2000,Thriller
268896,Edge of Night,2000,Drama|Romance
270430,In His Life: The John Lennon Story,2000,(no genres listed)
165800,The Brutal Truth,2000,Drama
238247,God's Army,2000,Drama
230652,Spring of Life,2000,Drama
226094,Love Come Down,2000,Drama|Romance
248575,Tweety's High Flying Adventure,2000,Animation|Children
251005,Carnivore,2000,Horror|Sci-Fi
232657,Sleepy Hollow High,2000,Horror
247887,A Night with Sabrina Love,2000,Comedy|Drama|Romance
139426,Lighthouse,2000,Horror|Thriller
262001,The Sight,2000,Horror|Mystery|Thriller
371945,Red Room 2,2000,Horror|Sci-Fi|Thriller
272343,Victoria Wood with All the Trimmings,2000,Comedy
208675,Compassionate Sex,2000,Comedy|Drama
358205,That Moment: Magnolia Diary,2000,Documentary|Drama
198284,After Sex,2000,Comedy|Drama|Romance
266643,In Absentia,2000,Animation
282790,Nest of Tens,2000,Drama
197655,Mail To The Chief,2000,Children|Comedy
216522,Second life,2000,Comedy|Fantasy
224156,Spectres of the Spectrum,2000,Comedy|Horror|Sci-Fi
238463,Timequest,2000,Sci-Fi
459531,Rough Magik,2000,Horror|Sci-Fi
163080,The Magic Pudding,2000,Animation|Children
5518230,Trooper Clerks: The Animated One-Shot,2000,Comedy|Sci-Fi
169324,Tick Tock,2000,Crime|Mystery|Romance|Thriller
174245,Storm Damage,2000,Drama
280744,Living in Fear,2000,Drama|Mystery|Thriller
266870,Crossfire,2000,Action|Horror|Thriller
160289,Four Dogs Playing Poker,2000,Crime|Drama|Thriller
205418,The Smokers,2000,Comedy
212889,Common Ground,2000,Drama
252884,Angels!,2000,Comedy
264710,Interstate 84,2000,Drama|Mystery
166601,Mr. Rice's Secret,2000,Children|Drama
226701,Angel Negro,2000,Horror
263278,Dolphins,2000,Documentary
193318,Merlin: The Return,2000,Children|Fantasy|Sci-Fi
228502,Lady Audley's Secret,2000,Drama
274188,Valliettan,2000,Action|Drama
221885,Contaminated Man,2000,Sci-Fi|Thriller
204055,Wild Mussels,2000,Drama
251412,Stageghost,2000,Horror|Western
247905,76 89 03,2000,Adventure|Comedy
190736,Sand,2000,Drama|Thriller
279809,Fatal Conflict,2000,Action|Drama|Sci-Fi
203624,Kiss Tomorrow Goodbye,2000,(no genres listed)
291141,E_mail,2000,Comedy|Romance
221928,Seven Days to Live,2000,Horror|Thriller
224816,Cupid & Cate,2000,Drama|Romance
256420,Take a Girl Like You,2000,(no genres listed)
214373,Sole Survivor,2000,Drama|Mystery|Sci-Fi|Thriller
215785,Race Against Time,2000,Action|Sci-Fi|Thriller
244505,The Expendables,2000,(no genres listed)
10875196,Masters of Russian Animation - Volume 1,2000,Animation
181311,Best,2000,Drama
221563,Sorted,2000,Drama|Mystery|Thriller
234058,Tomáš and the Falcon King,2000,Adventure|Children|Fantasy
255896,Chuck Jones: Extremes and In-Betweens – A Life in Animation,2000,Animation|Documentary
132920,Dish Dogs,2000,Comedy|Drama|Romance
258883,Placido Rizzotto,2000,Drama
198434,The Diver,2000,(no genres listed)
247993,Beyond,2000,Adventure|Sci-Fi
172699,Labor Pains,2000,Comedy|Drama|Romance
239625,Mermaid,2000,Children|Drama
426583,Steel Tempest,2000,War
224214,Take Me Home: The John Denver Story,2000,Drama
330994,Titanic: The Legend Goes On...,2000,Animation|Children
228891,Spreading Ground,2000,Drama|Mystery
313441,Digimon Adventure: Our War Game,2000,Adventure|Animation
267035,Tokyo Girls,2000,Documentary
1443338,Blackwood Evil,2000,Horror
290336,Crime and Punishment,2000,(no genres listed)
200656,Geppetto,2000,Children|Comedy|Drama|Fantasy
194104,Leak,2000,Action|Crime|Thriller
213690,Ground Zero,2000,Action|Drama
281238,"Styx and REO Speedwagon: Arch Allies, Live at Riverport",2000,(no genres listed)
269009,Body Guards,2000,Comedy
243876,The Duel,2000,Action|Comedy|Fantasy
185007,Whispers: An Elephant's Tale,2000,Children|Drama
241743,"Murder, She Wrote: A Story to Die For",2000,Mystery
256015,Faccia di Picasso,2000,Comedy
266509,Terminal: Paradise,2000,Animation
281011,On the Edge of 'Blade Runner',2000,Documentary
188045,Magicians,2000,(no genres listed)
210719,The Great Gatsby,2000,Drama|Romance
222354,Sex & Mrs. X,2000,Comedy|Drama
235015,Running Mates,2000,Comedy|Drama
331906,Boogiepop and Others,2000,Mystery|Sci-Fi|Thriller
197644,Loveblind,2000,Drama|Romance
200515,Camp Blood,2000,Horror
2630514,The Dark Side of the Rainbow,2000,(no genres listed)
311792,Naked Poison,2000,Horror|Thriller
259522,Prince: Rave un2 the Year 2000,2000,(no genres listed)
193019,Blue's Big Musical Movie,2000,Animation|Children|Comedy
283245,The Ballad of Big Al,2000,Documentary
215111,The Railway Children,2000,Children|Drama
265218,Half Past Autumn: The Life and Works of Gordon Parks,2000,Documentary
1213568,The Adventures of Young Indiana Jones: Love's Sweet Song,2000,Action|Adventure|Children|Drama
270902,Cunnamulla,2000,Documentary
245814,Camp Blood 2,2000,Horror
267763,Moving Illustrations of Machines,2000,(no genres listed)
207116,Something More,2000,Comedy|Romance
238550,Ratz,2000,Children|Comedy|Fantasy|Sci-Fi
313643,Sports Illustrated: Swimsuit 1997,2000,Documentary
373925,Inside 'The Talented Mr. Ripley',2000,(no genres listed)
221673,Who Killed Atlanta's Children?,2000,Thriller
167380,Russian Riot,2000,Drama|Romance
156146,Tycus,2000,Action|Sci-Fi
197951,Tiger Claws III: The Final Conflict,2000,Action|Crime
160749,Red Dirt,2000,Drama
262196,19,2000,Crime|Drama
216590,La bostella,2000,Comedy
300525,Asako in Ruby Shoes,2000,Drama
267439,Do It,2000,Documentary
359669,Masked Avenger Versus Ultra-Villain in the Lair of the Naked Bikini,2000,Action|Adventure|Comedy
356706,The House That Screamed,2000,Horror
277050,Je T'Aime John Wayne,2000,Comedy
279832,George Benson: Absolutely Live,2000,(no genres listed)
251434,"It's Me, the Thief",2000,Crime|Drama
258897,Prymas - trzy lata z tysiąca,2000,Drama
1575593,Kshemanga Velli Labhamga Randi,2000,Comedy
247945,Badri,2000,Children|Drama|Romance
348691,Nuvve Kavali,2000,Children|Drama|Romance
269235,Flying Nansen,2000,Animation|Drama
151309,Laughing Boy,2000,(no genres listed)
8151854,Crest of the Stars: Birth,2000,Animation|Romance|Sci-Fi
203593,"It's the Pied Piper, Charlie Brown",2000,Adventure|Children|Comedy
254110,Apariencias,2000,Comedy|Drama|Romance
256378,Sex Files: Sexually Bewitched,2000,Fantasy|Romance
284238,The King's Wake,2000,Animation
224263,Titler,2000,Comedy
280591,Delusions in Modern Primitivism,2000,(no genres listed)
261913,Prelude,2000,Comedy
25940850,Kosovolove,2000,(no genres listed)
262823,"Tex, the Passive/Aggressive Gunslinger",2000,Comedy
209279,Return to the Secret Garden,2000,Children
211309,The Sky Is Falling,2000,Drama|Romance|War
119655,Men of Means,1999,Action|Drama
120775,One Man's Hero,1999,Drama|War
120857,Tea with Mussolini,1999,Comedy|Drama|War
132512,At First Sight,1999,Drama
120710,In Dreams,1999,Horror|Thriller
139699,Varsity Blues,1999,Comedy|Drama
120458,Virus,1999,Horror|Sci-Fi
120683,Gloria,1999,Drama|Thriller
160862,She's All That,1999,Comedy|Romance
120784,Payback,1999,Action|Thriller
145893,Simply Irresistible,1999,Comedy|Romance
124298,Blast from the Past,1999,Comedy|Romance
139462,Message in a Bottle,1999,Romance
120764,My Favorite Martian,1999,Comedy|Sci-Fi
155776,Jawbreaker,1999,Comedy
132477,October Sky,1999,Drama
151804,Office Space,1999,Comedy|Crime
137338,200 Cigarettes,1999,Comedy|Drama
134273,8MM,1999,Drama|Mystery|Thriller
123209,"Other Sister, The",1999,Comedy|Drama|Romance
120618,Breakfast of Champions,1999,Comedy|Sci-Fi
181322,"Breaks, The",1999,Comedy
134948,Just the Ticket,1999,Comedy|Romance
122933,Analyze This,1999,Comedy
142192,"Corruptor, The",1999,Action|Crime|Drama|Thriller
139134,Cruel Intentions,1999,Drama
120646,"Deep End of the Ocean, The",1999,Drama
144814,"Rage: Carrie 2, The",1999,Horror
131646,Wing Commander,1999,Action|Sci-Fi
118665,Baby Geniuses,1999,Comedy
141098,Forces of Nature,1999,Comedy|Romance
160429,"King and I, The",1999,Animation|Children
129332,Ravenous,1999,Horror|Thriller
139668,True Crime,1999,Crime|Thriller
187819,Doug's 1st Movie,1999,Animation|Children
131369,EDtv,1999,Comedy
120757,"Mod Squad, The",1999,Action|Crime
120613,"Walk on the Moon, A",1999,Drama|Romance
133093,"Matrix, The",1999,Action|Sci-Fi|Thriller
147800,10 Things I Hate About You,1999,Comedy|Romance
129280,"Out-of-Towners, The",1999,Comedy
139239,Go,1999,Comedy|Crime
